id;cnr;collection;comment;esac_key;esac_title;function;melstring;region;signature;source;text;tunefamily;unit
Q0145G;"an einem kuehlen Brunnen;";BALLADEN;;G-maj;"Winterrosen
    Es wollt' ein Maegdelein Wasser hol'n";Ballade, Verfuehrung, verlorene Ehre;"-5_  1__3_3_.21_  -7__2_4__
    2_  3__5_5_.43_  3__.2__
    13  5__3_3__+1_  5__4_2__
    4_  3__1_5_4_3_  2__.1__ //";Mitteleuropa, Deutschland (BRD) , Franken;6/8;"7, S. 61
    1855 gedruckt in Leipzig";;Q0145;16
Q0145H;an einem kuehlen Brunnen,;BALLADEN;;G-maj;"Winterrosen
    Es wollt' ein Maedchen Wasser hol'n";Ballade, Verfuehrung, verlorene Ehre;"-5  135_31  -722_.
    -5  135_31  3_2_0
    5  57+2754  35+1_.
    3  246_52  4_3_0 //";Mitteleuropa, Deutschland (DDR) , Thueringen;3/4;"7, S. 61
    ????";;Q0145;8
Q0145J;aus ein so'n klaren Brunnen,;BALLADEN;;G-min;"Winterrosen
    Es wollt so'n wacker Maedchen aufs Wasser holen gehn,";Ballade, Verfuehrung, verlorene Ehre;"-5_  -5_1_1_1_  1__2_2_  3b_-7b_-7b_-7b1  1__
    1_2_  3b__-7b__  -6b_1_-7b__  -5___  -3b__.0_
    1__1_-5_  1__.0_  1__(2_1_2_)  3b__
    3b_5_  4__3b__  2__1__  -5___  1__. //";Mitteleuropa, Deutschland (BRD) , Westfalen;2/4;"7, S. 63
    1928 gedruckt";;Q0145;16
Q0145K;aus einem kuehlen Brunnen,;BALLADEN;;G-maj;"Winterrosen
    Es wollt' ein Maedchen Wasser hol'n";Ballade, Verfuehrung, verlorene Ehre;"-5_  1_.11_.3  5_.22_.
    2  5_.22_.1  -7_.-6-5_0_
    -5_3_1_0_  -5_4_2_
    -5_  1_.15_.4  3_.21_ //";Mitteleuropa, Deutschland (DDR) , Brandenburg, Altlandsberg;2/4;"7, S. 63
    1842 aufgezeichnet";;Q0145;16
Q0147;dreiviertel Stund vor Tag,;BALLADEN;;G-maj;"Die Brombeerpflueckerin
    Es wollt' ein Maedchen in der Frueh aufstehn";Ballade, Verfuehrung, Schwangerschaft;"-5_  1_1_1111  -6_-6_-5_
    -5_  -5_4_3_2_  1__0_
    12  3_.13_5_  5_4_2_.
    5  5_.77_.6  6_5_3_
    55  5_4_-6_-7_  11321_
    12  3_.13_5_  5_4_2_.
    5  5_.77_.6  6_5_3_
    55  5_4_-6_-7_  1__0_ //";Mitteleuropa, Deutschland / Frankreich, Lothringen, Forbach, Kerbach;4/4;"7, S. 71
    1980 aufgezeichnet";;Q0147;8
Q0147A;dreiviertel Stunden vor Tag.;BALLADEN;;F-maj;"Die Brombeerpflueckerin
    Es wollt' ein Maedel wohl frueh aufstehn";Ballade, Verfuehrung, Schwangerschaft;"-5__  1__1__-7_.-7-7__  -6__-6__-5__
    -5__  -6__4__3_3_2__  1___0__
    1_2_  3__1__3__5__  5__4__2___
    -5__-7__2__4__  6__5__3__
    1_3_  5__5__4_4_2__  1___0__ //";Mitteleuropa, Deutschland / Polen, Pommern, Stettin - Gruenhof;4/4;"7, S. 72
    1895 aufgezeichnet (eingesandt: 1930)";;Q0147;16
Q0147B;wollt ins Braunbirlbrokken gehn,;BALLADEN;;G-min;"Die Brombeerpflueckerin
    Und wollt das Maderl in der Fruah aufstehn,";Ballade, Verfuehrung, Schwangerschaft;"1_  3__3_5_.533  4__4_5__.
    4__2_5__4_  3__3_3__
    1_  3__3_5_.53_  4__5_7__
    77  +2__777__+4_  +3__+1_5__
    3_  4__5_7_.54_  3__.0__ //";Mitteleuropa, Deutschland (BRD) , Bayern, Bayerischer Wald, Zwiesel;6/8;"7, S. 73
    1935 aufgezeichnet (?)";;Q0147;16
Q0147C;wollte gehen in den Wald,;BALLADEN;;G-maj;"Die Brombeerpflueckerin
    Es wollt ein Maderl fruah aufstehn,";"Ballade, Verfuehrung, Schwangerschaft; bei der Arbeit";"-5_  1__1_3__1_  2_2_-5_0__
    -5-5  2__3_4__-7_  1__0__.
    11  3__1_3__1_  2_5_5_5__
    22  2__554__-7_  1__3_3__
    11  2__3_4__-7_  1__0__.
    11  3__1_3__1_  2_5_5_5__
    22  2__554__-7_  1__3_3__
    11  2__3_4__-7_  1__0__. //";Mitteleuropa, Oesterreich, Traismauer;6/8;"7, S. 75
    1912 aufgezeichnet";;Q0147;16
Q0147D;und soll in Walde gehn.;BALLADEN;;D-maj;"Die Brombeerpflueckerin
    Es soll ein Maedel fruh aufstehn";Ballade, Verfuehrung, Schwangerschaft;"3  5_55_6  5_43_
    5  +1_+17_6  4_0_.
    7  +2+16+2+16  5_+15_
    +1  7_6545  3_0_.
    5  +2+16+2+16  5_+15_
    +1  7_6545  3_0_. //";"Osteuropa, Tschechoslowakei, Slowakei, Dt. Proben, Kremnitz,
    Glaserhaeu";6/8;"7, S. 77
    1930 aufgezeichnet";;Q0147;8
Q0147E;dreiviertel Stund vor Tag,;BALLADEN;;G-maj;"Die Brombeerpflueckerin
    Es wollt ein Maedel in der Frueh aufstehn";Ballade, Verfuehrung, Schwangerschaft;"-5__  1__1__1_1_-6_-6_  -6__-5__-5__
    -5__  -5__4__3__2__  1__0___
    1_2_  3__.1_3__.5_  5__4__2__0_
    5_  5__.5_5__.4_  4__3__1__
    3_3_  3__2__-5__-7__  1__2__3__
    1_2_  3__0_3_3__0_5_  5__4__2__0_
    5_  5__.5_5__.5_  5__4__3__
    -5_4_  3__3__4__-7__  1_.13_2_1__ //";Mitteleuropa, Deutschland / Frankreich, Lothringen, Forbach, Bousbach;4/4;"7, S. 79
    1980 aufgezeichnet";;Q0147;16
Q0147I;dreiviertel Stund vor Tag.;BALLADEN;;G-maj;"Die Brombeerpflueckerin
    Es wollt ein Maedchen frueh aufstehn,";Ballade, Verfuehrung, Schwangerschaft;"-5_  1_1_1_-7-6  -6_-5_-5_
    -5_  -6_4_3_2_  1__0_
    -5_  1_1_1_-7-6  -6_-5_-5_
    -5_  -6_4_3_2_  1__0_
    12  3_3_3_5_  5_4_2__
    -5_-7_2_6_  6_5_3_
    5_  5_4_-6_-7_  1__0_
    12  3_3_3_5_  5_4_2__
    -5_-7_2_6_  6_5_3_
    5_  5_4_-6_-7_  1__0_ //";Mitteleuropa, Deutschland (DDR) , Sachsen, Erzgebirge, Rittersgruen;4/4;"7, S. 104
    1893 aufgezeichnet";;Q0147;8
Q0147J;dreiviertel Stund vor Tag.;BALLADEN;;G-maj;"Die Brombeerpflueckerin
    Ein Maedchen wollte frueh aufstehn,";Ballade, Verfuehrung, Schwangerschaft;"-5_  1_1_1_-7-6  -6_-5_-5_
    -5_  -6_4_3_2_  1__0_
    -5_  1_1_1_-7-6  -6_-5_-5_
    -5_  -6_4_3_2_  1__0_
    12  3_.33_.5  5_4_2_0
    5  5_.77_.6  6_5_3_
    5_  5_4_-6_-7_  1_2_3_
    12  3_.33_.5  5_4_2_0
    5  5_.77_.6  6_5_3_
    5_  5_4_-6_-7_  1__0_ //";Mitteleuropa, Deutschland;4/4;"7, S. 104
    1918 aufgezeichnet (vor)";;Q0147;8
Q0147K;dreiviertel Stund vor Tag.;BALLADEN;;G-maj;"Die Brombeerpflueckerin
    Es wollt ein Maedel in der Frueh aufstehn,";Ballade, Verfuehrung, Schwangerschaft;"-5__  1__-5__-5_.-51_1_  -6__-6__-6__
    1__  -7__2__5__5__  3__0___
    -5__  1__-5__-5_.-51_1_  -6__-6__-6__
    1__  -7__2__5__5__  3__0___
    1_2_  3__.3_3__5__  5__4__2__0_
    5_  5__.7_7__.66  6__5__3__
    5_6_  5__4__2__5__  3__0___
    1_2_  3__.3_3__5__  5__4__2__0_
    5_  5__.7_7__.66  6__5__3__
    5_6_  5__4__2__5__  3__0___ //";Mitteleuropa, Deutschland (BRD) , Rheinland, Wipperfuerth;4/4;"7, S. 104
    1920 aufgezeichnet (ca.: waehrend und nach dem ersten Krieg)";;Q0147;16
Q0147L;dreiviertel Stund vor Tag.;BALLADEN;;G-maj;"Die Brombeerpflueckerin
    Es wollt ein Maedchen in der Frueh aufstehn,";Ballade, Verfuehrung, Schwangerschaft;"-5__  1__-5__-5_.-51_1_  -6__-6__-6__
    1__  -7__2__5__.4_  3___0__
    -5__  1__.2_3__1__  2__.3_4__0__
    2__.3_4__0_4_  3__.5_5__0__
    1___1__.1_  6__.6_6__
    6_6_  5__5__4__-7__  1___0__ //";Mitteleuropa, Deutschland (BRD) , Hessen, Adorf;4/4;"7, S. 104
    1932 aufgezeichnet (vor)";;Q0147;16
Q0147M;dreiviertel Stund vor Tag.;BALLADEN;;G-maj;"Die Brombeerpflueckerin
    Es wollt ein Maedchen frueh aufstehn,";Ballade, Verfuehrung, Schwangerschaft;"-5_  1_1_1_2_  -7_-6_-5_
    -5_  1_1_2_4_  3__0_
    2_  3_3_3_2_  3_4_5__  0_
    2_2_1_  2_3_4_
    5_  3_3_2_22  1__
    1__  3_5_2_22  1__0_ //";Mitteleuropa, Schweiz, Bern;2/4;"7, S. 106
    1915 aufgezeichnet (vor)";;Q0147;16
Q0147O;Sie wollte gehen in den Wald.;BALLADEN;;G-maj;"Die Brombeerpflueckerin
    Es wollt ein Madel frueh aufstehn.";Ballade, Verfuehrung, Schwangerschaft;"-5_  1_.23b_4_  3b_2_1_
    (555)  +2_57b6b54_  5__0_
    (555)  +2_57b6b54_  5__0_
    (334)  5_5_5_5_  4_6b_5_
    (444)  3b_3b_2_5_  1_5__
    (444)  3b_3b_2_5_  1__0_ //";Osteuropa, Ungarn, Kom. Tolnau, Nemetker;4/4;"7, S. 107
    1935 aufgezeichnet";;Q0147;8
Q0147P;dreiviertel Stund vor Tag.;BALLADEN;;G-maj;"Die Brombeerpflueckerin
    Es wollt ein Maedel in der Frueh aufstehn,";Ballade, Verfuehrung, Schwangerschaft;"-5__  1__-5__-5_.-51_1_  -6__-6__-6__
    1__  -7__2__5__5__  3__0___
    -5__  1__-5__-5_.-51_1_  -6__-6__-6__
    1__  -7__2__5__5__  3__0___
    1_2_  3__.3_3__5__  5__4__2__0_
    5_  5__.7_7__.66  6__5__3__
    5_6_  5__4__2__5__  3__0___
    1_2_  3__.3_3__5__  5__4__2__0_
    5_  5__.7_7__.66  6__5__3__
    5_6_  5__4__2__5__  3__0___ //";Mitteleuropa, Deutschland / Frankreich, Lothringen, Luetzelburg;4/4;"7, S. 181
    1937 Handschrift (vor)";;Q0147;16
Q0148;da kam ein Reiter geritten gar stolze:;BALLADEN;;G-maj;"Reiter und Hirtenmaedchen
    Es huet' ein Maedchen die Laemmelein im Holze,";Ballade, Verfuehrung, Schwangerschaft;"1_1_1_  -6__2_2_1_-7_-6_-7_  1__-5__0_
    1_1_1_  -6__2_2_1_-7_-6_-7_  1__-5__0_
    -5_  3_.11_1_1_1_  2__3_4__
    3_  2__-5_-5_.-5-5_  1__2_3__
    2_  1__.-7__.  1__0__. //";Mitteleuropa, Deutschland (DDR) , Sachsen, Blattersleben;4/4 6/8;"7, S. 109
    1910 aufgezeichnet";;Q0148;16
Q0148A;da kam ein lustiger Jaeger daher so stolze.;BALLADEN;;G-maj;"Reiter und Hirtenmaedchen
    Es wollte ein Maedchen die Laemmelein hueten im Holze,";Ballade, Verfuehrung, Schwangerschaft;"-5  111333  555335  4_.5_.  3_0_.
    -5  1_1333  5553_5  4_.5_.  3_.0_
    3  322234  43330
    5  544456  6555_0  0_.
    5_.  345543  3_.5_.
    333542  1_0_. //";Mitteleuropa, Deutschland (BRD) , Hessen, Taunus, Bechtheim;6/8;"7, S. 112
    18?? aufgezeichnet (2. Haelfte des 19. Jh.)";;Q0148;8
Q0148B;Da kam sich ein junger Jaeger daher gegangen:;BALLADEN;;F-maj;"Reiter und Hirtenmaedchen
    Es wollt' sich ein Maedchen die Laemmelein hueten im Walde,";Ballade, Verfuehrung, Schwangerschaft;"-5_  1_1_1_1_3_3_  5_5_5_3_2_1_  2__.5__4_  3__0__.
    -5_  1_1_1_1_3_3_  5_5_5_3_2_1_  2__.5__4_  3__0__.
    -5-5  4_3_2_2_3_4_  6_5_5_3_3_
    5_  5__3_3_2_3_  6_5_4_3__
    5_  3_5_5_5_5_5_  5__+1_6__
    6_  5_6_5_5_4_2_  3__.^_0_
    5_  3_5_5_5_5_5_  5__+1_6__
    6_  5_6_5_5_4_2_  1__.^_0_ //";Mitteleuropa, Luxemburg, Heffingen;6/8;"7, S. 113
    1933 aufgezeichnet (?)";;Q0148;16
Q0149;Juck mich, lieber Peter.;BALLADEN;;G-maj;"Graserin und Reiter
    Es wolt ein meydlin grasen gan:";Ballade, Verfuehrung, Verlassen des Elternhauses;"1_  3b_3b_  4_4_  5_5_  5__
    4_.5  6_7b_  656_  5__  0_
    5_  +1_6_  7b_5_  4_3b_  2__
    4_4_  4_4_  5_6_  5__
    4_.4  4_4_  5_6_  5_0_
    4_3b_  4_2_  1__  ^__  1__  0_ //";Mitteleuropa, Deutschland;2/2;"7, S. 126
    1546 gedruckt (1535 bis 1546) ; Satz: Heinrich Isaac";;Q0149;4
Q0149A;wohl in den gruenen Klee.;BALLADEN;;G-maj;"Graserin und Reiter
    Es wollt ein Maedchen grasen gehn";Ballade, Verfuehrung, Verlassen des Elternhauses;"-51  1__1_  1_2_3_  2__-7_  -5__
    -5_  1__1_  1_2_3_  2__
    23  4_6_6_  6_5_4_  3__5_  5_4_
    3_  2__5_  5_5_4_  3__
    23  4_6_6_  6_5_4_  3__5_  5_4_
    3_  2__5_  5_5_4_  3__ //";Mitteleuropa, Deutschland / Frankreich, Lothringen, Kreis Forbach;3/4;"7, S. 130
    1935 aufgezeichnet";;Q0149;8
Q0149B;und ging in Wald nach Gras,;BALLADEN;;C-maj;"Graserin und Reiter
    Ein Maedchen, die wohl frueh aufstand";Ballade, Verfuehrung, Verlassen des Elternhauses;"5_  5_3_3_3_  3_2_2_
    3_  4_6_5_4_  4__3_
    5_  1_55(5_5_5_)  5_3_+1_
    5_  5_4_4_7_  +1_3_5_
    5_  4_66(6_6_6_)  5__3_
    5_  5_4_4_7_  +1__0_ //";Osteuropa, Tschechoslowakei, Eger;2/4;"7, S. 131
    1935 aufgezeichnet";;Q0149;16
Q0149C;wou genga sie hin? Nau Gras,;BALLADEN;;G-maj;"Graserin und Reiter
    Wou genga in Summa doeia Maidla hin,";Ballade, Verfuehrung, Verlassen des Elternhauses;"-5_  3_3_2_1_1_-6-5  -5__-3_-5__
    -5_  -6_-6_-6_-7__-7_  1__.0__
    -5_  4__4_4__-5_  3__.5__
    -5_  4__4_4__-5_  3__.5__
    42  2__4_4__-7_  1__.0__ //";Osteuropa, Tschechoslowakei, Eger;6/8;"7, S. 132
    1934 aufgezeichnet";;Q0149;16
Q0149E;"gras schneiden wollt sie gehn;";BALLADEN;;G-maj;"Graserin und Reiter
    Es ging ein Maedchen gras schneiden,";Ballade, Verfuehrung, Verlassen des Elternhauses;"-5  1_1123b  2_.-5_
    -5  1_12_3b  5_.0_
    -5  1_1123b  2_.-5_
    -5  1_12_3b  5_.0_
    -5  5_6b5_4  3b_.5_
    3b  2_43b_2  1_.0_
    -5  5_6b5_4  3b_.5_
    3b  2_43b_2  1_.0_ //";Osteuropa, Polen, Galizien, Mikulsdorf;6/8;"7, S. 148
    1940 aufgezeichnet";;Q0149;8
Q0149F;Gib du mir einen Rat:;BALLADEN;;G-maj;"Graserin und Reiter
    Ach Muetter, liebi Muetter,";Ballade, Verfuehrung, Verlassen des Elternhauses;"-5_  1_.11_2_  3__1_
    1_  3_1_4_3_  2__0_
    2_  6_.34_2_  5__3_
    3_  4_.21_-7_  1__0_
    2_  6_.34_2_  5__3_
    3_  4_.21_-7_  1__0_ //";Mitteleuropa, Schweiz;4/4;"7, S. 148
    1914 gedruckt in Bern";;Q0149;8
Q0149G;"Die wollen grasen gehn;";BALLADEN;;G-maj;"Graserin und Reiter
    Die Holvinger Maedchen,";Ballade, Verfuehrung, Verlassen des Elternhauses;"-5  1_-71  2_1
    2  3153  2_.0
    2_54  321-6  -5_.0
    1_2_  3_33  2_
    3_  5432  1_. //";Mitteleuropa, Deutschland / Frankreich, Lothringen;2/4;"7, S. 148
    1918 aufgezeichnet";;Q0149;8
Q0149H;wohl in den gruenen Wald.;BALLADEN;;G-maj;"Graserin und Reiter
    Es ging ein Maedchen grasen";Ballade, Verfuehrung, Verlassen des Elternhauses;"5_  1_3_3_5_  1_3_3_
    5_  5_.44_3_  5__2_
    23  4_6_6_4_  3_5_5_
    3_  2_2_5_54  3_5_5_
    44  4_6_6_4_  3_5_5_
    3_  2_2_5_54  3__0_ //";Mitteleuropa, Deutschland (BRD) , Hessen, Wuerges;4/4;"7, S. 148
    1904 aufgezeichnet";;Q0149;8
Q0149I;wohl auf den gruenen Klee,;BALLADEN;;G-maj;"Graserin und Reiter
    Es wollt ein Madel grasen gehn";Ballade, Verfuehrung, Verlassen des Elternhauses;"-5_  1_2_3_4_  5_5_5_
    5_  6_7_+1_6_  6__5__0_
    5_  6_7_+1_6_  6__5__0_
    +1_  5_3_2_44  4_3_1_
    3_  3_2_4_-7_  1_3_5__0_
    +1_  5_3_2_44  4_3_1_
    3_  3_2_4_-7_  1__0_ //";Osteuropa, Ungarn, Budapest, Budakeszi;2/4 3/4;"7, S. 148
    1971 aufgezeichnet";;Q0149;16
Q0149J;"auf einer Wiese gehn;";BALLADEN;;D-maj;"Graserin und Reiter
    Ich sach mir einen blauen Storchen";Ballade, Verfuehrung, Verlassen des Elternhauses;"5  5_557b6b  5_544
    4  +1_7b_6b4  5_15_
    5  5_6b_7b5  4_.1_
    2  3b_3b_22  1_-51_ //";Mitteleuropa, Deutschland;6/4 3/2;"7, S. 150
    1575 gedruckt (vor)";;Q0149;4
Q0149K;Wohl in den gruenen Klee.;BALLADEN;;D-maj;"Graserin und Reiter
    Es ging ein Maegdlein grasen,";Ballade, Verfuehrung, Verlassen des Elternhauses;"1  4455  +1_5
    5  6+276  5_0
    5  6+165  4_1
    1  2532  1_0 //";Osteuropa, Polen, Wolhynien, Gnidawa;2/4;"7, S. 150
    1934 aufgezeichnet (1926-34)";;Q0149;8
Q0149L;"ja gras und gruenen Klee;";BALLADEN;;G-maj;"Graserin und Reiter
    Es wollt' ein Maedchen Gras schneiden,";Ballade, Verfuehrung, Verlassen des Elternhauses;"-5_  1_1_222_  5__2_
    1_  5_5_543b_  2__0_
    23b  4_2_543b_  2_.1-7_
    -5_  1_-7_1_2_  4__
    2__  3b_1_21-7_  1__0_ //";Osteuropa, Polen, Kr. Leipe, Liciszewy;4/4;"7, S. 150
    ????";;Q0149;8
Q0149N;was redet man von dir?;BALLADEN;;G-maj;"Graserin und Reiter
    O Schoenste aller Schoensten,";Ballade, Verfuehrung, Verlassen des Elternhauses;"-5_  1_1_1_3_  5__+1_
    6_  5_434_.3  3_2_0_
    5_  5_4_6_4_  3__5_
    3_  2_2_2_24  3_+1_5_
    5_  5_4_6_4_  3__5_
    3_  2_5_5_54  3__0_ //";Mitteleuropa, Schweiz, Kanton Bern;4/4;"7, S. 150
    1901 gedruckt";;Q0149;8
Q0149O;da steht ein hohes Haus,;BALLADEN;;G-maj;"Graserin und Reiter
    Da droben auf dem Berge,";Ballade, Verfuehrung, Verlassen des Elternhauses;"-5_  1_2_3_4_  5__5_
    +1_  7_5_6_4#_  5__0_
    5_  +1_5_5_4_  4__3_
    34  5_5_5_43  2_2_2_
    4_  3_1_322_  1__0_ //";Mitteleuropa, Deutschland / Polen, Schlesien;2/4;"7, S. 150
    1842 gedruckt in Leipzig";;Q0149;16
Q0149P;die wollte Kraude gohn;BALLADEN;;G-maj;"Graserin und Reiter
    De' Ko'belenzer Medercher";Ballade, Verfuehrung, Verlassen des Elternhauses;"-5_  1_2_3_4_  5_5_5_
    5_  6_7_+1_6_  5__0_
    5_  +1_5_6_5_  3_1_1__
    2_234_22  3_4_5_
    +1_  7_6_5_4#_  5__0_
    5_  +1_5_6_5_  3_1_1__
    2_234_22  3_4_5_
    +1_  7_6_5_4#_  5__0_ //";Mitteleuropa, Luxemburg;2/4;"7, S. 150
    ????";;Q0149;16
Q0149Q;nach Grase wollt' sie gehn,;BALLADEN;;A-maj;"Graserin und Reiter
    Es wollt ein Maedel grasen,";Ballade, Verfuehrung, Verlassen des Elternhauses;"1_  -7-6-5_1_  -7-6-5_
    1_  -7-5-6_2_  1__
    -5_  135_56  542_
    24  4331-72  211-7
    1_  -7-5-6_2_  1__ //";Mitteleuropa, Deutschland / Polen, Schlesien;3/4;"7, S. 152
    1842 gedruckt in Leipzig";;Q0149;8
Q0149R;wohl alle Tag um Gras,;BALLADEN;;G-maj;"Graserin und Reiter
    Es ging ein schwarzbraun Maedchen";Ballade, Verfuehrung, Verlassen des Elternhauses;"-5  123b_4_  2_1_0
    1  3b3b4_4_  5__0
    4  3b45_5_  43b2_0
    2  123b_2_  1__0
    2  3b45_5_  43b2_0
    2  123b_2_  1__0 //";Mitteleuropa, Deutschland / Polen, Schlesien;3/4;"7, S. 153
    1939 gedruckt (1938/39)";;Q0149;8
Q0149S;Maedelche wollten grase gehn,;BALLADEN;;G-maj;"Graserin und Reiter
    Podrcecer Maedelche,";Ballade, Verfuehrung, Verlassen des Elternhauses;"-5  1_3  565
    315  5_5  4_5  3_
    -5  1_3  565  31
    5  5_5  4_5  3_
    5  3_1  2_5  31
    5  3_3  2_2  1_
    5  3_1  225  31
    5  3_3  2_2  1_ //";Osteuropa, Polen, Ost - Galizien, Sprachinselgruppe Neu - Sandetz;3/8;"7, S. 153
    1933 gedruckt";;Q0149;8
Q0149T;spazieren in dem Wald,;BALLADEN;;D-maj;"Graserin und Reiter
    Es ging ein Knab spazieren,";Ballade, Verfuehrung, Verlassen des Elternhauses;"13  5_5_432_  1_6_5_
    56  5_5_432_  1__
    6__  5_+17b6_
    6_  5_5_432_  1__0_ //";Osteuropa, UdSSR, Wolgakolonien;4/4;"7, S. 154
    1923 gedruckt in Muenchen";;Q0149;8
Q0150;wollte jagen auf der koeniglichen Heid,;BALLADEN;;F-maj;"Der Jaeger auf koeniglicher Heide
    Es wollt' ein Jaeger jagen,";Ballade, Verfuehrung, verlorene Ehre;"-5_  1_5_3232  1_5_3_
    55  66554433  2__0_
    -5_  1_5_3232  1_5_3_
    55  66554433  2__0_.
    5  55(555)55  351_0
    1  66(666)66  5_4_3_
    1_  26543_2_  1__0_.
    5  55(555)55  351_0
    1  66(666)66  5_4_3_
    1_  26543_2_  1__0_ //";Mitteleuropa, Deutschland (DDR) , Brandenburg, Cottbus, Peitz;3/8 4/8;"7, S. 156
    1839 aufgezeichnet";;Q0150;16
Q0150A;ein Jaeger wollte jagen;BALLADEN;;C-maj;"Der Jaeger auf koeniglicher Heide
    Ein Jaeger wollte jagen,";"Ballade, Verfuehrung, verlorene Ehre; Kinder - Spiel, Tanz";"5_  5_5_5_5_  3_5_+1_
    +1_  +1_+1_+1_+1_  7_+2_+2_
    +1_  7_7_6677  +1_+3_+1_ //";Mitteleuropa, Deutschland (BRD) , Wuerttemberg, Laufen a.d. Eyach;2/4;"7, S. 158
    1925 aufgezeichnet";;Q0150;16
Q0150B;wohl auf die Lueneburger Heid, eins, zwei!;BALLADEN;;G-maj;"Der Jaeger auf koeniglicher Heide
    Es ging ein Jaeger jagen";"Ballade, Verfuehrung, verlorene Ehre; Kinder - Spiel";"1_  1_-6_-6_-6_-7_1_  -5__.-5__
    1_  -7__-6_-5_-5_-7-7  3__2_3_0_
    2_  1__-7_-6__-4_  -5__.-4__
    1_  -7__2_-6_-6_-7-7  1__1_1_0_ //";"Mitteleuropa, Deutschland (BRD) , Rheinland - Pfalz, Pruem,
    Hallschlag";6/8;"7, S. 160
    1928 aufgezeichnet (1926/28)";;Q0150;16
Q0151;wol in das Tannenholz,;BALLADEN;;C-maj;"Der Jaeger im Tannenholz
    Es ging sen sein Jaeger aus jagen,";Ballade, abgewiesener Freier, Abschied;"1_  5_5_5_  5_5_+1_  5_3_
    5_  5__5_  6_5_4_  3__
    11  3__3_  2__5_  3_2_
    1_  3__3_  5_4_2_  1__ //";Mitteleuropa, Deutschland / Polen, Schlesien, Konradsdorf;3/8;"7, S. 167
    1829 aufgezeichnet";;Q0151;16
Q0151A;ging in das Tannenholz,;BALLADEN;;C-maj;"Der Jaeger im Tannenholz
    Es wollt ein Jaeger jagen,";Ballade, abgewiesener Freier, Abschied;"3  5_5567  +1_.6_
    6  5_3432  1_0_.
    3  5_5567  +1_.6_
    6  543432  1_0_. //";"Mitteleuropa, Deutschland (DDR) , Brandenburg, Frankfurt a.d.O.,
    Seelow";6/8;"7, S. 169
    1846 aufgezeichnet";;Q0151;8
Q0151B;wohl in dem Dornenholz.;BALLADEN;;D-maj;"Der Jaeger im Tannenholz
    Es wollt ein Jaeger jagen";Ballade, abgewiesener Freier, Abschied;"4_  3__4_4__3_  3__.2__
    5_  6__5_2__4_  3__.0_
    1_1_  1_1_3_5__+1_  +3__.+1__
    7_  6__555__4_  3__.0__ //";Mitteleuropa, Deutschland (BRD) , Niedersachsen, Hadeln, Ottendorf;6/8;"7, S. 170
    1929 aufgezeichnet";;Q0151;16
Q0151C;wollt in den gruenen Wald,;BALLADEN;;C-maj;"Der Jaeger im Tannenholz
    Es wollt ein Jaeger jagen,";Ballade, abgewiesener Freier, Abschied;"3_  3__3_4__3_  3__.2__
    6_  6__5_2_3_4_  3__.0__
    33  1_3_5_+1__+2_  +1__6_7__
    6_  5_5_2_4__3_  1__.0__
    33  1_3_5_+1__+2_  +1__6_7__
    6_  5_5_2_4__3_  1__.0__ //";Suedosteuropa, Jugoslawien, Batschka, Vinkovci, Neudorf;6/8;"7, S. 171
    1938 aufgezeichnet";;Q0151;16
Q0151D;ja jagen ganz allein,;BALLADEN;;G-maj;"Der Jaeger im Tannenholz
    Ein Jaeger wollte jagen,";Ballade, abgewiesener Freier, Abschied;"-5_  1_.-5-5_1_  -6_-5_0_
    1_  2_.1-7_-6_  -5_3_1_
    -5_  1_.-5-5_1_  -6_-5_0_
    1_  2_.1-7_-6_  -5_3_1_
    12  3_333_3_  3_5_3_
    35  4_4_2_5_  3__.
    12  3_333_3_  3_5_3_
    35  4_4_2_5_  3__. //";"Mitteleuropa, Deutschland (BRD) , Rheinland - Pfalz, Unterwesterwald,
    Eitelborn";4/4;"7, S. 181
    1927 aufgezeichnet";;Q0151;8
Q0152;Drei Stuendlein vor dem Abend,;BALLADEN;;G-maj;"Verschlafener Jaeger
    Es ging sen ein Jaeger jagen";Ballade, Verfuehrung, Versagen, Spott;"34  5_.654  3_2_3_  4_.353  2__
    34  5_.654  3_2_3_  4_.353  2__
    4_  3_.53_  2_.12_  1_.234  5__
    54  3_.53_  2_.12_  1__ //";Mitteleuropa, Deutschland / Polen, Schlesien, Hainau, Conradsdorf;3/8;"7, S. 183
    1829 aufgezeichnet";;Q0152;16
Q0152A;drei Viertelstund vor Tagen;BALLADEN;;Bb-maj;"Verschlafener Jaeger
    Es wollt ein Jaeger jagen";"Ballade, Verfuehrung, Versagen, Spott; Trink - Lied ?";"-5_  -5__-5_-5_-6_-7_  1__.-6__
    -6_  -6__-6_1_-7_-6_  -5__1_-3__
    -5_  -5__-4_-2_.-7-7_  1__3_3__
    3_  2__2_4_.32_  1___0_
    1_  1__1_3__3_  5__5_3__
    3_  2__2_4_3_2_  1_3_2_1_-7_
    -6_  -5__1_1__3_  5__5_3__
    3_  2__2_4_3_2_  1__.^__ //";Mitteleuropa, Deutschland (BRD) , Hessen, Marburg, Fronhausen;6/8;"7, S. 185
    ????";;Q0152;16
